PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Leke James,Right,ST,Med,Med,71,69,70,54,71,29,74,3,NA,NA,NA,NA,NA,NA
Harry Toffolo,Left,LB,High,Med,71,76,52,62,65,65,71,3,NA,NA,NA,NA,NA,NA
Jun Ho Son,Right,CDM,Med,High,71,61,62,68,65,65,73,3,NA,NA,NA,NA,NA,NA
Callum Styles,Left,LWB,Med,Med,71,69,61,64,73,66,64,3,NA,NA,NA,NA,NA,NA
Enzo Le Fée,Right,CM,Med,Med,71,63,53,73,75,56,46,4,NA,NA,NA,NA,NA,NA
Mubarak Wakaso,Left,CM,Med,Med,71,83,69,69,72,69,82,3,NA,NA,NA,NA,NA,NA
Peter Žulj,Left,CM,High,Med,71,52,70,72,71,66,69,4,NA,NA,NA,NA,NA,NA
Héctor Canteros,Right,CAM,Med,Med,71,67,67,73,70,64,72,3,NA,NA,NA,NA,NA,NA
Patrick Roberts,Left,RM,Med,Low,71,76,64,68,79,27,39,4,NA,NA,NA,NA,NA,NA
Alejandro Hohberg,Right,LW,Med,Low,71,75,69,69,75,32,63,4,NA,NA,NA,NA,NA,NA
Nahuel Ferraresi,Right,CB,Low,Med,71,65,26,48,42,71,74,2,NA,NA,NA,NA,NA,NA
Ivan Santini,Right,ST,Med,Med,71,40,76,53,59,40,84,3,NA,NA,NA,NA,NA,NA
Yonathan Cabral,Right,CB,Med,Med,71,41,29,46,44,73,69,2,NA,NA,NA,NA,NA,NA
Stefano Sabelli,Right,RB,High,Med,71,76,40,60,64,68,72,2,NA,NA,NA,NA,NA,NA
Cyriel Dessers,Right,ST,Med,Med,71,75,73,54,66,28,73,3,NA,NA,NA,NA,NA,NA
Django Warmerdam,Left,LB,High,Med,71,74,58,66,73,66,76,3,NA,NA,NA,NA,NA,NA
Álvaro Fidalgo Fernández,Right,LM,Med,Med,71,79,63,69,73,49,61,4,NA,NA,NA,NA,NA,NA
Pasquale Schiattarella,Right,CM,High,High,71,77,64,70,73,62,69,3,NA,NA,NA,NA,NA,NA
Albian Ajeti,Right,ST,High,Med,71,74,70,60,70,29,71,3,NA,NA,NA,NA,NA,NA
Carel Eiting,Left,CM,Med,Med,71,53,55,76,70,63,56,3,NA,NA,NA,NA,NA,NA
Joaquín Novillo,Left,CB,Low,Med,71,64,34,43,49,70,80,2,NA,NA,NA,NA,NA,NA
Carlinhos,Right,CAM,Med,Med,71,69,65,69,74,47,73,3,NA,NA,NA,NA,NA,NA
Marcel Schmelzer,Left,LB,Med,High,71,55,48,65,65,74,70,2,NA,NA,NA,NA,NA,NA
Fabián Viáfara,Right,RB,High,Low,71,89,53,61,68,62,56,3,NA,NA,NA,NA,NA,NA
Myziane Maolida,Right,LM,Med,Low,71,78,68,63,75,24,58,3,NA,NA,NA,NA,NA,NA
Gideon Mensah,Left,LB,Med,Med,71,75,56,64,71,65,65,3,NA,NA,NA,NA,NA,NA
Jonathan Urretaviscaya,Right,RW,Med,Med,71,72,67,73,72,38,52,4,NA,NA,NA,NA,NA,NA
Kyung Won Kwon,Left,CB,Low,High,71,63,39,61,59,71,77,2,NA,NA,NA,NA,NA,NA
Mikael Ishak,Right,ST,Med,High,71,71,71,56,65,38,78,3,NA,NA,NA,NA,NA,NA
Iván López Álvarez,Right,CF,Med,Med,71,79,71,68,74,39,66,3,NA,NA,NA,NA,NA,NA
Oualid El Hajjam,Right,CB,Med,Med,71,70,46,65,67,72,73,3,NA,NA,NA,NA,NA,NA
Dino Hotić,Left,CAM,High,Med,71,78,68,73,72,43,71,4,NA,NA,NA,NA,NA,NA
Pablo Insua Blanco,Right,CB,Low,Med,71,47,36,55,53,72,63,2,NA,NA,NA,NA,NA,NA
Bakaye Dibassy,Left,CB,Med,High,71,71,54,61,67,71,78,2,NA,NA,NA,NA,NA,NA
Armel Bella Kotchap,Right,CB,Med,Med,71,76,25,50,47,71,74,2,NA,NA,NA,NA,NA,NA
Ismael,Right,CM,Med,Med,71,69,58,72,77,55,68,4,NA,NA,NA,NA,NA,NA
Manuel Schäffler,Right,ST,Med,Med,71,59,74,52,62,32,77,2,NA,NA,NA,NA,NA,NA
Mauro Manotas,Right,ST,High,Low,71,72,71,59,70,33,67,3,NA,NA,NA,NA,NA,NA
Gōtoku Sakai,Right,LB,High,Med,71,76,52,66,68,66,74,3,NA,NA,NA,NA,NA,NA
Chanathip Songkrasin,Right,CF,High,High,71,82,63,71,77,26,46,5,NA,NA,NA,NA,NA,NA
Edgar González Estrada,Right,CDM,High,High,71,60,49,58,62,71,78,2,NA,NA,NA,NA,NA,NA
Modou Barrow,Left,LM,Med,Low,71,92,63,62,74,37,55,5,NA,NA,NA,NA,NA,NA
Yamil Asad,Right,LM,High,Med,71,75,69,67,74,55,67,3,NA,NA,NA,NA,NA,NA
Francesco Forte,Left,ST,Med,Med,71,57,72,61,67,32,70,2,NA,NA,NA,NA,NA,NA
Pedro Alcalá Guirado,Right,CB,Med,Med,71,32,47,58,53,71,74,2,NA,NA,NA,NA,NA,NA
Timo Hübers,Right,CB,Med,High,71,83,39,54,56,72,71,2,NA,NA,NA,NA,NA,NA
Domingos André Ribeiro Almeida,Right,CM,Med,Low,71,72,62,66,75,59,64,3,NA,NA,NA,NA,NA,NA
Enrique González Casín,Left,ST,High,Med,71,72,70,64,71,43,67,3,NA,NA,NA,NA,NA,NA
Miler Bolaños,Right,ST,High,Low,71,80,72,65,74,26,65,3,NA,NA,NA,NA,NA,NA
Jérôme Hergault,Right,RB,Low,Med,71,48,44,67,69,69,71,3,NA,NA,NA,NA,NA,NA
Jair Amador Silos,Left,CB,Low,High,71,64,29,48,47,71,81,2,NA,NA,NA,NA,NA,NA
Giovanni González,Right,RB,High,Med,71,74,43,59,65,68,63,2,NA,NA,NA,NA,NA,NA
Leandro Desábato,Right,CDM,Med,Med,71,66,52,67,63,68,78,3,NA,NA,NA,NA,NA,NA
Vito Wormgoor,Right,CB,Med,High,71,32,38,56,53,70,81,2,NA,NA,NA,NA,NA,NA
Mike van der Hoorn,Right,CB,Med,Med,71,49,45,51,47,73,77,2,NA,NA,NA,NA,NA,NA
Ulisses Garcia,Left,LB,High,Med,71,75,42,61,67,66,74,3,NA,NA,NA,NA,NA,NA
Lucas Höler,Right,ST,Med,Med,71,70,72,50,59,40,78,2,NA,NA,NA,NA,NA,NA
Darius Olaru,Right,CM,High,Low,71,81,69,70,73,60,74,3,NA,NA,NA,NA,NA,NA
Yannis Salibur,Left,RM,High,Med,71,85,68,67,73,40,63,4,NA,NA,NA,NA,NA,NA
Paulo Henrique Soares dos Santos,Left,CM,High,Med,71,76,72,73,76,44,66,4,NA,NA,NA,NA,NA,NA
Henrique,Left,LB,High,Med,71,76,45,61,70,68,65,3,NA,NA,NA,NA,NA,NA
Florin Tănase,Right,CF,High,Med,71,75,72,71,70,50,64,3,NA,NA,NA,NA,NA,NA
Fredrik Jensen,Right,CAM,High,High,71,69,68,67,73,51,70,3,NA,NA,NA,NA,NA,NA
Andrei Burcă,Right,CB,Med,High,71,68,23,44,52,71,76,2,NA,NA,NA,NA,NA,NA
Pedro K. Medina da Silva,Left,LM,High,Med,71,80,68,67,73,31,61,3,NA,NA,NA,NA,NA,NA
Hugo Fraile Martín,Right,RM,High,Med,71,83,69,67,69,47,72,3,NA,NA,NA,NA,NA,NA
Aslak Fonn Witry,Right,RB,High,Med,71,76,57,67,67,65,67,3,NA,NA,NA,NA,NA,NA
Yevhen Shakhov,Right,CM,Med,Med,71,69,68,67,70,68,70,3,NA,NA,NA,NA,NA,NA
Min Kyu Song,Right,LM,High,Med,71,83,67,62,72,27,72,4,NA,NA,NA,NA,NA,NA
Norbert Gyömbér,Right,CB,Med,High,71,57,31,42,50,73,67,2,NA,NA,NA,NA,NA,NA
Denys Bain,Right,CB,Low,High,71,61,26,49,53,72,75,2,NA,NA,NA,NA,NA,NA
Benedikt Zech,Right,CB,Med,High,71,80,29,55,53,74,72,2,NA,NA,NA,NA,NA,NA
Lazar Rosić,Right,CB,Med,Med,71,52,29,46,48,71,73,2,NA,NA,NA,NA,NA,NA
Sacha Boey,Right,RB,Med,Med,71,86,43,60,68,63,67,2,NA,NA,NA,NA,NA,NA
Fabian Holland,Left,LB,High,High,71,64,47,61,69,69,71,3,NA,NA,NA,NA,NA,NA
Reziuan Mirzov,Right,LM,Med,Med,71,81,66,65,75,50,65,3,NA,NA,NA,NA,NA,NA
Ervin Zukanović,Left,CB,Low,High,71,36,49,64,53,73,76,2,NA,NA,NA,NA,NA,NA
Emanuel Cecchini,Right,CDM,High,Med,71,65,65,68,68,71,71,3,NA,NA,NA,NA,NA,NA
Luis Jesús Pérez Maqueda,Right,RB,High,Med,71,81,44,59,67,68,73,2,NA,NA,NA,NA,NA,NA
Nathan Collins,Right,CB,Med,High,71,65,26,53,57,71,75,2,NA,NA,NA,NA,NA,NA
Josecarlos Van Rankin,Right,RB,Med,Med,71,73,39,63,67,68,75,3,NA,NA,NA,NA,NA,NA
Harlee Dean,Right,CB,Med,High,71,53,33,46,54,71,75,2,NA,NA,NA,NA,NA,NA
Issam Chebake,Right,RB,Med,Med,71,70,45,57,68,70,71,2,NA,NA,NA,NA,NA,NA
Joaquín Esquivel,Right,CDM,Med,High,71,69,51,60,64,70,74,2,NA,NA,NA,NA,NA,NA
Junior Dina Ebimbe,Right,CM,Med,Med,71,83,61,67,75,66,75,3,NA,NA,NA,NA,NA,NA
Kyohei Noborizato,Left,LB,High,Med,71,90,57,64,72,61,69,3,NA,NA,NA,NA,NA,NA
Edoardo Goldaniga,Right,CB,Med,High,71,43,33,41,51,73,67,2,NA,NA,NA,NA,NA,NA
Ferdi Kadioglu,Right,LM,High,Med,71,73,61,70,74,33,57,4,NA,NA,NA,NA,NA,NA
Mohamed Diaby,Right,CDM,Med,High,71,33,45,53,52,74,79,2,NA,NA,NA,NA,NA,NA
Peter Ankersen,Right,RB,High,Med,71,78,61,65,69,65,69,3,NA,NA,NA,NA,NA,NA
Takashi Usami,Right,CF,Med,Low,71,78,68,70,74,43,63,4,NA,NA,NA,NA,NA,NA
Octavio Rivero,Right,ST,High,Med,71,70,71,48,69,25,77,3,NA,NA,NA,NA,NA,NA
Dara O'Shea,Right,CB,Med,Med,71,62,33,54,55,72,73,2,NA,NA,NA,NA,NA,NA
Lucas Orbán,Left,CB,Med,High,71,66,51,60,61,69,78,2,NA,NA,NA,NA,NA,NA
Danny Blum,Left,RM,Med,Low,71,80,70,65,73,32,66,3,NA,NA,NA,NA,NA,NA
Sergio Ruiz Alonso,Right,CDM,High,Med,71,63,62,65,68,66,72,2,NA,NA,NA,NA,NA,NA
Francisco Geraldes,Right,CAM,Med,Low,71,73,60,71,75,43,53,4,NA,NA,NA,NA,NA,NA
Yūya Ōsako,Right,CF,Med,Med,71,63,69,62,76,41,61,3,NA,NA,NA,NA,NA,NA
Will Vaulks,Right,CDM,Med,High,71,55,64,65,65,70,78,2,NA,NA,NA,NA,NA,NA
Sandi Lovrič,Right,CM,Med,Med,71,53,62,71,70,62,68,3,NA,NA,NA,NA,NA,NA
Antonio Briseño,Right,CB,Low,High,71,59,43,49,59,70,77,2,NA,NA,NA,NA,NA,NA
Domingos Quina,Right,CAM,Med,Med,71,69,67,67,75,44,48,3,NA,NA,NA,NA,NA,NA
Quentin Bernard,Left,LB,Med,Med,71,62,57,68,64,66,79,2,NA,NA,NA,NA,NA,NA
Andreas Gruber,Left,CF,High,Med,71,82,71,69,71,34,65,3,NA,NA,NA,NA,NA,NA
Chris Richards,Right,CB,Med,Med,71,72,27,57,55,71,73,2,NA,NA,NA,NA,NA,NA
Seon Min Moon,Right,RM,High,Med,71,92,64,64,72,38,62,3,NA,NA,NA,NA,NA,NA
Simon Hedlund,Right,CF,High,Med,71,89,64,66,73,27,68,3,NA,NA,NA,NA,NA,NA
Leonardo Ramos,Left,ST,High,Med,71,68,73,54,66,32,78,3,NA,NA,NA,NA,NA,NA
Berkay Özcan,Right,CM,Med,Med,71,68,58,73,75,53,65,3,NA,NA,NA,NA,NA,NA
Dejan Joveljić,Right,ST,Med,Med,71,72,70,63,72,31,69,3,NA,NA,NA,NA,NA,NA
Aïssa Laïdouni,Right,CDM,Med,Med,71,71,57,63,73,64,75,3,NA,NA,NA,NA,NA,NA
Antônio Carlos Cunha Capocasali Jr,Right,CB,Med,High,71,60,34,43,44,71,80,2,NA,NA,NA,NA,NA,NA
Joel Soñora,Right,CAM,High,Low,71,82,68,69,74,55,58,3,NA,NA,NA,NA,NA,NA
Matthias Zimmermann,Right,RB,Med,High,71,69,52,67,66,68,71,2,NA,NA,NA,NA,NA,NA
Jesús Imaz Ballesté,Right,CF,High,Med,71,82,74,66,72,31,67,4,NA,NA,NA,NA,NA,NA
Alejandro Pozo Pozo,Right,RB,High,Low,71,74,69,67,74,67,44,3,NA,NA,NA,NA,NA,NA
Oleksandr Zubkov,Left,RW,High,Med,71,85,71,63,70,20,56,4,NA,NA,NA,NA,NA,NA
Maxime Barthelmé,Left,LM,Med,High,71,69,62,72,71,62,65,4,NA,NA,NA,NA,NA,NA
Eugeni Valderrama Domènech,Right,CM,Med,Med,71,63,69,73,72,57,65,4,NA,NA,NA,NA,NA,NA
Yoann Barbet,Left,CB,Med,Med,71,68,50,67,64,71,75,3,NA,NA,NA,NA,NA,NA
Morgan Gibbs-White,Right,CAM,Med,Low,71,70,61,71,72,56,64,4,NA,NA,NA,NA,NA,NA
Ilombe Mboyo,Right,ST,High,Med,71,67,70,68,71,40,75,3,NA,NA,NA,NA,NA,NA
Moussa Wagué,Right,RB,Med,Med,71,77,40,62,72,68,66,3,NA,NA,NA,NA,NA,NA
Javier Cabrera,Right,RM,Med,Low,71,74,62,67,72,40,63,3,NA,NA,NA,NA,NA,NA
Nicolás Ibáñez,Right,ST,Med,Med,71,73,69,55,66,34,71,2,NA,NA,NA,NA,NA,NA
Yeni Ngbakoto,Right,LM,High,Med,71,80,67,66,73,25,65,3,NA,NA,NA,NA,NA,NA
Yan Valery,Right,RB,High,High,71,72,52,60,69,70,73,3,NA,NA,NA,NA,NA,NA
Hiroshi Kiyotake,Right,LM,Med,Med,71,70,68,70,72,41,62,3,NA,NA,NA,NA,NA,NA
Germán Lanaro,Right,CB,Low,High,71,43,34,50,48,69,77,2,NA,NA,NA,NA,NA,NA
Joseph Paintsil,Right,LW,High,Med,71,85,66,60,75,32,61,3,NA,NA,NA,NA,NA,NA
Jozabed Sánchez Ruiz,Right,CM,Med,Med,71,57,67,71,70,58,65,3,NA,NA,NA,NA,NA,NA
Mattia Bani,Right,CB,Med,Med,71,56,18,42,53,73,70,2,NA,NA,NA,NA,NA,NA
Giulio Maggiore,Right,CM,Med,Med,71,66,59,65,70,64,67,3,NA,NA,NA,NA,NA,NA
Patrick Farkas,Right,RB,High,Med,71,83,61,64,67,64,77,3,NA,NA,NA,NA,NA,NA
Ilya Kutepov,Right,CB,Med,High,71,35,48,55,52,73,72,2,NA,NA,NA,NA,NA,NA
Pierre-Yves Hamel,Right,ST,Med,Med,71,56,73,57,66,28,62,3,NA,NA,NA,NA,NA,NA
Josip Vuković,Right,CDM,Med,Med,71,55,49,64,68,66,74,3,NA,NA,NA,NA,NA,NA
Adam Buksa,Left,ST,Med,Low,71,68,70,56,67,30,75,3,NA,NA,NA,NA,NA,NA
Alberto Escassi Oliva,Right,CDM,Med,Med,71,47,58,63,58,71,81,2,NA,NA,NA,NA,NA,NA
Emiliano Marcondes,Right,CAM,High,Med,71,74,68,67,72,38,60,3,NA,NA,NA,NA,NA,NA
José Luis Muñoz León,Right,CM,Med,Med,71,66,68,63,66,69,73,2,NA,NA,NA,NA,NA,NA
Artem Besedin,Right,ST,High,High,71,72,67,48,67,41,63,3,NA,NA,NA,NA,NA,NA
Abdullah Ateef,Right,CDM,Low,Med,71,34,46,74,67,68,58,2,NA,NA,NA,NA,NA,NA
Anastasios Chatzigiovanis,Right,RW,High,Med,71,80,62,68,74,36,61,3,NA,NA,NA,NA,NA,NA
Adam Forshaw,Right,CDM,Low,High,71,65,61,72,71,64,64,3,NA,NA,NA,NA,NA,NA
Juan Diego Molina Martínez,Right,ST,High,Low,71,72,73,67,72,46,63,4,NA,NA,NA,NA,NA,NA
Olarenwaju Kayode,Right,ST,High,Low,71,88,69,57,73,36,70,3,NA,NA,NA,NA,NA,NA
Zaydou Youssouf,Left,CM,Med,Med,71,64,57,71,75,64,71,3,NA,NA,NA,NA,NA,NA
Kevin Long,Right,CB,Low,Med,71,51,35,50,56,71,71,2,NA,NA,NA,NA,NA,NA
Víctor Salazar,Right,RB,High,Med,71,87,48,57,69,64,70,3,NA,NA,NA,NA,NA,NA
Nikolay Rasskazov,Right,RB,Med,Med,71,75,47,64,71,68,57,2,NA,NA,NA,NA,NA,NA
Ramón Azeez,Right,CDM,Med,High,71,65,59,64,68,66,76,2,NA,NA,NA,NA,NA,NA
James Léa Siliki,Left,CM,High,Med,71,70,62,71,73,69,70,3,NA,NA,NA,NA,NA,NA
Marcel Ritzmaier,Left,CM,Med,Med,71,69,68,72,72,61,69,3,NA,NA,NA,NA,NA,NA
Esteban Burgos,Right,CB,Med,High,71,46,35,48,53,70,82,2,NA,NA,NA,NA,NA,NA
Lisandro Magallán,Right,CB,Low,Med,71,51,38,52,58,71,79,2,NA,NA,NA,NA,NA,NA
Jairo Izquierdo González,Left,LM,High,Med,71,87,66,65,74,30,42,3,NA,NA,NA,NA,NA,NA
Gaëtan Weissbeck,Right,CAM,Med,Med,71,64,68,71,74,42,64,3,NA,NA,NA,NA,NA,NA
Mathew Leckie,Right,RW,Med,Med,71,81,65,64,73,51,70,3,NA,NA,NA,NA,NA,NA
Eirik Hestad,Left,RM,Med,Med,71,75,64,68,73,53,68,4,NA,NA,NA,NA,NA,NA
Mohammed Al Kuwaykibi,Left,RM,High,Med,71,87,66,64,74,27,54,4,NA,NA,NA,NA,NA,NA
Latif Blessing,Right,CM,High,High,71,86,61,66,75,68,60,3,NA,NA,NA,NA,NA,NA
Radosav Petrović,Right,CDM,Med,Med,71,39,54,60,59,71,78,2,NA,NA,NA,NA,NA,NA
Jonathan Gómez,Right,CAM,Med,Med,71,72,67,70,74,37,63,3,NA,NA,NA,NA,NA,NA
Nicolás Fernández,Right,ST,High,Low,71,85,70,60,74,31,58,3,NA,NA,NA,NA,NA,NA
Matej Mitrović,Right,CB,Low,High,71,45,50,57,59,73,73,2,NA,NA,NA,NA,NA,NA
Cheick Doukouré,Right,CDM,Med,Med,71,65,62,65,65,71,75,3,NA,NA,NA,NA,NA,NA
Tom Lawrence,Right,LM,Med,Low,71,74,72,69,72,42,68,4,NA,NA,NA,NA,NA,NA
Kevin Nisbet,Right,ST,High,High,71,75,71,63,68,38,71,3,NA,NA,NA,NA,NA,NA
Jeremy Ebobisse,Left,ST,High,High,71,86,65,63,69,34,79,2,NA,NA,NA,NA,NA,NA
Stalin Motta,Right,CAM,Med,Med,71,62,65,75,71,58,64,3,NA,NA,NA,NA,NA,NA
Alexander Callens,Left,CB,Med,Med,71,41,33,49,52,70,78,2,NA,NA,NA,NA,NA,NA
Andrés Ibargüen,Right,LM,High,Med,71,91,63,65,74,36,42,3,NA,NA,NA,NA,NA,NA
Jackson Yueill,Right,CM,High,High,71,60,60,70,69,63,72,3,NA,NA,NA,NA,NA,NA
Federico Barba,Left,CB,Med,Med,71,69,30,57,61,72,70,2,NA,NA,NA,NA,NA,NA
Théo Valls,Left,CM,Med,Med,71,65,66,73,71,64,69,3,NA,NA,NA,NA,NA,NA
Serdar Gürler,Right,LM,High,Low,71,81,66,68,73,44,52,3,NA,NA,NA,NA,NA,NA
Gustavo Blanco Leschuk,Right,ST,Med,Med,71,66,70,54,66,35,78,3,NA,NA,NA,NA,NA,NA
Cassiano Dias Moreira,Right,ST,Med,Low,71,66,71,54,64,27,71,2,NA,NA,NA,NA,NA,NA
Luis Fernando León,Right,CB,Med,Med,71,58,37,47,50,71,72,2,NA,NA,NA,NA,NA,NA
Aldo Corzo,Right,RB,High,Med,71,67,46,59,63,70,68,3,NA,NA,NA,NA,NA,NA
Kiernan Dewsbury-Hall,Left,CM,High,Med,71,62,61,68,71,63,66,3,NA,NA,NA,NA,NA,NA
Alejandro José Muñoz Miguel,Left,LB,High,Med,71,80,65,61,66,67,78,2,NA,NA,NA,NA,NA,NA
Mario Pineida,Right,LB,High,Med,71,73,44,64,63,68,72,3,NA,NA,NA,NA,NA,NA
Ignasi Miquel i Pons,Left,CB,Low,High,71,59,28,56,59,70,72,2,NA,NA,NA,NA,NA,NA
Hannes Delcroix,Left,CB,Med,Med,71,70,28,57,62,72,70,2,NA,NA,NA,NA,NA,NA
Benjamin Kololli,Right,LM,High,Med,71,75,68,66,73,54,68,3,NA,NA,NA,NA,NA,NA
Antonin Bobichon,Right,LM,Med,Med,71,65,73,72,72,56,65,3,NA,NA,NA,NA,NA,NA
Alejandro Arribas Garrido,Right,CB,Med,Med,71,69,41,55,58,71,74,2,NA,NA,NA,NA,NA,NA
Jérôme Gondorf,Right,CM,Med,High,71,61,63,70,71,67,77,3,NA,NA,NA,NA,NA,NA
Alexandru Pascanu,Right,CB,Med,High,71,71,39,49,60,71,79,2,NA,NA,NA,NA,NA,NA
Babajide David Akintola,Right,RW,High,Med,71,92,63,60,74,41,66,3,NA,NA,NA,NA,NA,NA
Antonino Ragusa,Right,RW,High,Med,71,82,67,65,73,44,64,4,NA,NA,NA,NA,NA,NA
Mahlon Romeo,Right,RWB,High,Med,71,79,47,61,67,69,70,3,NA,NA,NA,NA,NA,NA
Lebo Mothiba,Right,ST,High,Med,71,70,72,60,70,27,69,3,NA,NA,NA,NA,NA,NA
Cristian Vega,Right,CDM,High,High,71,68,59,65,65,67,72,2,NA,NA,NA,NA,NA,NA
Bart Schenkeveld,Right,CB,Med,Med,71,77,39,59,64,70,76,2,NA,NA,NA,NA,NA,NA
Sondre Tronstad,Right,CM,Med,Med,71,66,60,70,71,68,72,3,NA,NA,NA,NA,NA,NA
Petar Stojanović,Right,RB,High,Med,71,79,50,68,70,63,72,3,NA,NA,NA,NA,NA,NA
Yusuke Maruhashi,Left,LB,High,Med,71,78,61,68,68,66,72,3,NA,NA,NA,NA,NA,NA
Majeed Waris,Right,ST,Med,Med,71,87,69,66,73,37,65,3,NA,NA,NA,NA,NA,NA
Andreas Vindheim,Right,RB,High,Med,71,83,54,63,68,64,70,3,NA,NA,NA,NA,NA,NA
Roger Assalé,Right,ST,High,Med,71,89,70,65,75,29,54,3,NA,NA,NA,NA,NA,NA
Albert Guðmundsson,Right,CAM,High,Med,71,79,66,67,77,34,68,3,NA,NA,NA,NA,NA,NA
Alberto Guitián Ceballos,Right,CB,Low,Med,71,66,41,58,62,70,76,2,NA,NA,NA,NA,NA,NA
Michalis Bakakis,Right,RB,Med,High,71,83,56,65,69,66,66,3,NA,NA,NA,NA,NA,NA
Jack Elliott,Right,CB,Low,High,71,53,24,46,49,72,79,2,NA,NA,NA,NA,NA,NA
Przemysław Frankowski,Right,RM,High,Med,71,92,57,66,67,48,70,3,NA,NA,NA,NA,NA,NA
Henrique Martins Gomes,Left,LB,Med,Med,71,66,36,54,61,71,73,2,NA,NA,NA,NA,NA,NA
Dominick Drexler,Right,CAM,Med,High,71,67,63,70,73,40,58,3,NA,NA,NA,NA,NA,NA
Florian Miguel,Left,CB,Med,Med,71,68,49,64,69,71,72,2,NA,NA,NA,NA,NA,NA
Eduard Löwen,Right,CM,Med,High,71,53,62,68,67,70,85,3,NA,NA,NA,NA,NA,NA
Julian Green,Right,CAM,Med,Low,71,74,68,66,76,33,60,3,NA,NA,NA,NA,NA,NA
Gabriel Ávalos,Right,ST,High,Med,71,67,69,48,69,34,75,2,NA,NA,NA,NA,NA,NA
Arnór Sigurðsson,Right,CF,High,Low,71,76,68,67,73,41,62,3,NA,NA,NA,NA,NA,NA
Meschack Elia,Right,ST,High,Med,71,90,69,65,76,26,68,3,NA,NA,NA,NA,NA,NA
Simone Romagnoli,Right,CB,Low,Med,71,56,40,45,53,73,78,2,NA,NA,NA,NA,NA,NA
Kieran Dowell,Left,CAM,Med,Low,71,64,68,70,72,44,51,3,NA,NA,NA,NA,NA,NA
Ilias Chair,Right,CAM,High,Med,71,75,65,68,73,31,48,3,NA,NA,NA,NA,NA,NA
Kenan Karaman,Right,ST,High,High,71,68,71,63,73,27,69,3,NA,NA,NA,NA,NA,NA
Karim Adeyemi,Left,ST,Med,Med,71,90,72,65,76,24,61,4,NA,NA,NA,NA,NA,NA
Antonio Manuel Luna Rodriguez,Left,LB,High,Med,71,69,61,66,68,68,75,3,NA,NA,NA,NA,NA,NA
Sergio Henrique Santos Gomes,Left,ST,High,Med,71,90,66,55,72,26,70,3,NA,NA,NA,NA,NA,NA
Amine Bassi,Right,CAM,High,Low,71,69,67,68,74,49,61,4,NA,NA,NA,NA,NA,NA
Issiaga Sylla,Left,LWB,Med,High,71,62,61,67,66,65,74,2,NA,NA,NA,NA,NA,NA
Bryan Dabo,Right,CM,High,High,71,61,67,69,73,72,77,4,NA,NA,NA,NA,NA,NA
Sotirios Papagiannopoulos,Right,CB,Med,Med,71,67,39,57,61,69,78,2,NA,NA,NA,NA,NA,NA
Mark-Anthony Kaye,Left,CM,Med,High,71,71,55,66,71,68,75,3,NA,NA,NA,NA,NA,NA
Willyan da Silva Rocha,Right,CB,Med,Med,71,56,45,55,63,70,78,2,NA,NA,NA,NA,NA,NA
Tiago Rafael Maia Silva,Right,CM,Med,Med,71,70,70,72,73,62,58,4,NA,NA,NA,NA,NA,NA
Dennis Appiah,Right,RB,Med,Med,71,75,39,59,63,69,75,2,NA,NA,NA,NA,NA,NA
Rafael Pérez,Right,CB,Med,Med,71,58,38,51,61,70,78,2,NA,NA,NA,NA,NA,NA
Kamil Piątkowski,Right,CB,High,High,71,81,47,64,66,69,82,2,NA,NA,NA,NA,NA,NA
Jérôme Mombris,Left,LB,High,Med,71,75,39,59,64,67,77,2,NA,NA,NA,NA,NA,NA
Pape Cheikh Diop,Right,CDM,Med,Med,71,75,57,66,68,65,76,2,NA,NA,NA,NA,NA,NA
Chul Hong,Left,LB,Med,Med,71,86,48,68,70,64,74,3,NA,NA,NA,NA,NA,NA
Alejandro Mayorga,Left,LB,High,High,71,81,50,61,69,67,72,3,NA,NA,NA,NA,NA,NA
Davie Selke,Right,ST,High,Med,71,76,70,53,67,40,75,3,NA,NA,NA,NA,NA,NA
Franco Soldano,Right,ST,Med,High,71,69,69,53,69,43,76,3,NA,NA,NA,NA,NA,NA
João Pedro Junqueira de Jesus,Right,ST,Med,Med,71,78,68,59,74,22,57,3,NA,NA,NA,NA,NA,NA
Tobias Kempe,Right,CAM,Med,Med,71,70,70,75,71,42,70,3,NA,NA,NA,NA,NA,NA
Dani de Wit,Right,CM,High,High,71,62,70,68,68,64,80,3,NA,NA,NA,NA,NA,NA
Laurent Depoitre,Right,ST,High,High,71,50,69,61,61,42,81,2,NA,NA,NA,NA,NA,NA
Lukáš Haraslín,Right,LM,High,Med,71,79,62,66,73,40,61,4,NA,NA,NA,NA,NA,NA
Taulant Xhaka,Right,CDM,Med,High,71,72,62,67,66,67,80,3,NA,NA,NA,NA,NA,NA
Samuel Adegbenro,Right,ST,High,Med,71,90,66,60,76,39,73,4,NA,NA,NA,NA,NA,NA
Robin Hack,Right,CAM,High,Low,71,83,67,63,76,33,51,4,NA,NA,NA,NA,NA,NA
Eduardo Filipe Quaresma,Right,CB,Med,Med,71,58,31,47,57,72,66,2,NA,NA,NA,NA,NA,NA
Kerim Mrabti,Right,ST,Med,Med,71,80,72,69,71,51,74,3,NA,NA,NA,NA,NA,NA
